,PS,WS10M,WS10M_MAX,WS10M_MIN,WS10M_RANGE,WD10M,WS50M,WS50M_MAX,WS50M_MIN,WS50M_RANGE,WD50M
20121010,100.51,2.99,3.8,2.08,1.72,31.31,4.69,5.74,3.15,2.59,31.88
20121011,100.48,3.05,4.55,1.07,3.48,299.62,4.5,6.32,1.63,4.7,299.81
20121012,100.64,2.24,4.02,1.21,2.8,191.75,3.4,4.68,1.77,2.91,190.44
20121013,100.71,1.26,2.38,0.52,1.87,209.62,1.96,3.39,0.51,2.88,205.69
20121014,100.79,1.76,2.86,0.66,2.2,26.31,2.62,3.83,1.21,2.61,26.94
20121015,100.95,2.27,3.8,1.48,2.33,291.94,3.49,6.04,2.19,3.86,292.19
20121016,101.05,2.47,3.66,1.83,1.83,315.56,3.81,5.55,2.84,2.7,315.81
20121017,101.03,2.73,3.93,1.91,2.01,317.38,4.46,6.63,2.75,3.88,317.56
20121018,100.96,2.59,3.98,1.96,2.02,334.44,4.25,6.37,2.59,3.77,334.94
20121019,101.02,2.48,3.9,1.69,2.21,343.06,3.98,6.23,2.59,3.64,343.19
20121020,101.09,3.05,4.26,2.37,1.89,290.75,5.09,6.48,3.65,2.84,291.06
20121021,101.12,2.8,3.95,2.07,1.88,237.19,4.68,6.27,3.41,2.86,222.56
20121022,101.09,2.88,3.42,2.44,0.98,330.31,4.97,6.71,3.04,3.67,330.5
20121023,100.97,2.79,3.95,2.07,1.88,339.56,4.59,6.63,3.04,3.59,339.81
20121024,100.84,2.44,3.42,1.59,1.84,322.75,3.97,6.55,2.2,4.35,322.88
20121025,100.76,2.12,2.92,0.84,2.09,230.88,3.27,5.7,1.13,4.56,230.81
20121026,100.85,2.48,3.46,1.07,2.39,84.94,3.88,5.52,1.54,3.98,85.12
20121027,100.91,3.0,4.2,2.32,1.88,207.75,5.09,6.77,2.97,3.8,207.94
20121028,100.94,3.68,5.1,2.69,2.41,338.0,6.26,7.65,3.83,3.82,338.19
20121029,100.88,3.62,4.77,2.58,2.2,337.0,6.02,7.81,4.19,3.62,337.44
20121030,100.85,3.54,4.57,2.45,2.12,343.69,5.78,7.96,3.98,3.98,344.25
20121031,100.92,3.16,4.47,2.14,2.34,206.81,5.01,7.55,3.54,4.02,207.56
20121101,100.93,2.48,3.92,1.41,2.52,216.69,3.91,6.61,2.08,4.53,217.06
20121102,100.85,1.73,2.99,0.59,2.4,319.69,2.88,6.07,0.8,5.27,319.44
20121103,100.9,1.84,2.54,0.81,1.73,118.38,3.16,4.98,0.66,4.33,117.62
20121104,100.8,2.02,2.38,1.45,0.93,124.06,3.4,4.86,2.58,2.28,124.94
20121105,100.7,2.69,4.34,1.21,3.13,187.06,4.28,6.54,1.84,4.7,187.31
20121106,100.74,1.71,2.65,0.7,1.94,245.5,2.79,5.96,1.25,4.71,246.0
20121107,100.8,2.83,3.51,2.02,1.48,287.19,4.26,5.71,2.22,3.49,287.62
20121108,100.75,1.92,3.22,0.39,2.83,256.94,2.95,5.63,0.48,5.15,257.12
20121109,100.88,2.48,3.3,1.91,1.39,324.31,3.96,6.53,2.42,4.11,324.31
20121110,101.06,2.95,4.1,2.05,2.05,346.12,5.07,7.56,3.21,4.35,346.19
20121111,101.02,2.6,3.82,1.71,2.1,320.25,4.33,6.82,2.23,4.59,320.38
20121112,101.04,2.94,3.99,2.15,1.84,326.81,4.98,6.74,3.34,3.41,327.0
20121113,101.08,3.28,4.18,2.52,1.66,325.81,5.67,7.48,3.97,3.51,326.19
20121114,100.93,3.17,4.33,2.16,2.16,338.44,5.47,7.25,3.18,4.07,338.69
20121115,100.99,3.94,5.38,2.87,2.51,300.94,6.83,8.88,4.33,4.55,286.25
20121116,101.09,4.3,6.04,2.94,3.09,260.0,7.03,8.64,5.02,3.62,260.44
20121117,100.99,3.8,4.86,2.55,2.3,194.69,5.95,7.73,3.88,3.84,180.31
20121118,100.89,3.48,4.66,1.94,2.72,212.38,5.27,7.62,3.09,4.52,213.25
20121119,100.88,3.41,4.28,2.34,1.94,194.38,5.4,7.69,3.96,3.73,194.75
20121120,101.02,3.79,4.87,2.37,2.5,237.94,5.84,7.02,4.66,2.34,238.31
20121121,101.06,3.49,4.39,2.3,2.09,351.19,5.41,6.95,4.06,2.89,351.25
20121122,100.99,2.77,3.87,1.73,2.13,260.69,4.45,6.84,2.87,3.97,260.25
20121123,101.0,2.02,2.92,0.88,2.05,213.94,3.27,6.06,1.21,4.85,228.31
20121124,100.97,2.15,2.7,1.36,1.34,333.0,3.45,5.04,1.48,3.55,332.81
20121125,101.06,2.75,3.87,2.11,1.76,326.06,4.46,6.3,2.53,3.77,326.19
20121126,101.1,2.19,3.47,1.1,2.37,319.69,3.38,5.69,1.52,4.17,319.62
20121127,101.03,2.84,3.64,2.16,1.49,332.5,4.68,6.48,2.8,3.69,332.56
20121128,101.03,2.87,3.52,2.06,1.45,333.75,4.89,7.23,2.25,4.98,333.81
20121129,100.9,2.77,3.73,2.11,1.62,329.69,4.55,6.56,2.53,4.04,329.75
20121130,100.87,2.61,4.27,1.24,3.03,322.44,4.32,6.86,1.77,5.09,322.56
20121201,101.01,3.3,3.96,2.37,1.6,309.0,5.73,7.95,2.88,5.07,309.25
20121202,101.18,3.47,4.34,2.45,1.89,328.62,6.11,8.05,3.93,4.11,328.88
20121203,101.18,3.05,4.34,2.09,2.24,329.75,5.23,8.07,3.06,5.01,330.0
20121204,101.07,2.59,3.51,1.88,1.63,329.38,4.42,7.7,2.09,5.61,329.94
20121205,101.08,2.52,3.3,1.38,1.91,326.81,4.22,7.16,1.99,5.16,327.06
20121206,101.06,2.62,3.73,1.61,2.12,315.69,4.51,7.46,2.3,5.16,315.62
20121207,101.0,2.48,3.5,1.53,1.96,320.06,4.13,6.7,1.86,4.84,320.19
20121208,100.97,2.51,3.91,0.89,3.02,307.81,4.18,6.88,1.26,5.62,307.69
20121209,100.9,2.09,3.67,0.42,3.24,311.44,3.45,7.07,0.57,6.49,311.5
20121210,100.93,1.85,2.89,0.66,2.23,218.5,2.91,5.54,0.65,4.88,232.44
20121211,100.92,1.57,2.74,0.12,2.63,181.19,2.55,5.94,0.12,5.8,183.06
20121212,100.89,3.03,6.05,1.86,4.19,197.31,4.56,7.23,2.96,4.27,197.31
20121213,101.13,1.98,2.77,1.08,1.7,17.12,3.28,5.19,1.09,4.1,17.56
20121214,101.4,2.2,2.98,0.98,2.01,114.44,3.62,5.52,0.98,4.54,99.25
20121215,101.4,2.88,3.66,2.26,1.4,296.38,4.98,7.51,2.52,4.99,296.62
20121216,101.45,3.57,4.64,2.62,2.02,343.94,6.05,8.17,3.91,4.26,344.0
20121217,101.27,3.16,3.88,2.23,1.65,332.0,5.52,8.05,2.4,5.65,332.19
20121218,101.24,3.55,5.27,2.46,2.8,325.06,5.84,7.34,3.98,3.36,325.06
20121219,101.08,2.58,3.38,1.16,2.22,321.25,4.51,7.42,1.33,6.09,321.38
20121220,101.04,2.84,3.2,1.86,1.34,327.88,4.82,6.99,1.98,5.01,328.0
20121221,101.19,2.68,3.5,1.65,1.85,346.06,4.66,7.59,1.84,5.75,345.88
20121222,101.27,3.52,4.55,2.45,2.1,346.12,6.05,8.88,2.98,5.91,346.25
20121223,101.32,3.84,5.82,2.34,3.48,345.44,6.38,8.4,4.06,4.34,345.69
20121224,101.21,3.06,3.82,1.87,1.96,339.19,5.02,8.01,2.87,5.15,339.31
20121225,101.1,3.24,4.04,2.28,1.75,340.5,5.68,7.99,2.94,5.06,340.44
20121226,101.17,3.33,4.11,2.51,1.59,349.56,5.74,7.88,2.91,4.96,334.62
20121227,101.14,3.56,4.74,2.3,2.44,341.94,6.05,8.29,2.94,5.35,327.06
20121228,101.0,3.22,4.16,2.09,2.06,337.62,5.2,8.34,3.1,5.24,337.69
20121229,101.04,2.7,3.55,1.86,1.7,254.81,4.48,7.77,2.26,5.52,254.81
20121230,101.04,2.66,3.43,1.28,2.15,296.56,4.38,7.27,1.38,5.89,296.31
20121231,100.97,2.17,3.02,0.67,2.34,301.25,3.33,5.21,0.77,4.43,300.94
20130101,101.02,1.82,3.05,0.55,2.49,256.12,2.8,5.48,0.73,4.75,256.06
20130102,101.01,2.02,3.43,0.5,2.92,208.62,3.35,6.55,0.65,5.91,207.75
20130103,101.07,2.93,4.5,0.9,3.6,173.56,4.45,6.48,1.35,5.12,173.81
20130104,101.15,3.49,4.39,2.74,1.66,276.94,5.61,7.35,3.41,3.94,277.25
20130105,101.04,2.53,3.29,1.7,1.59,140.94,4.16,6.96,1.95,5.02,141.0
20130106,101.1,2.89,3.62,2.06,1.56,337.62,4.64,7.23,2.76,4.48,322.94
20130107,101.21,3.23,4.12,2.35,1.77,349.5,5.13,7.59,3.44,4.15,349.38
20130108,101.38,3.88,4.78,2.92,1.86,260.69,6.21,8.05,4.39,3.66,260.25
20130109,101.38,3.2,3.99,2.02,1.98,344.38,5.39,7.93,2.29,5.65,344.31
20130110,101.21,2.56,3.47,1.45,2.02,263.12,4.08,6.8,2.05,4.76,263.06
20130111,101.24,2.78,3.71,1.88,1.84,334.5,4.5,8.03,2.01,6.02,334.25
20130112,101.33,2.9,3.78,1.82,1.96,339.56,4.87,8.18,2.63,5.55,339.75
20130113,101.1,2.25,3.83,0.62,3.2,330.12,3.75,7.4,0.85,6.55,330.25
20130114,101.08,1.85,3.32,0.52,2.8,241.81,2.79,5.27,0.7,4.57,256.56
20130115,101.26,2.36,3.07,1.77,1.3,258.12,3.59,6.02,1.9,4.12,242.94
20130116,101.37,1.94,3.16,0.45,2.7,150.94,3.2,6.8,0.43,6.38,151.12
20130117,101.36,2.08,3.2,1.21,1.98,205.5,3.04,5.11,1.68,3.42,206.0
20130118,101.35,1.7,3.0,0.28,2.72,197.38,2.62,5.64,0.36,5.28,197.25
20130119,101.26,1.86,2.88,0.9,1.98,296.94,2.78,5.02,0.9,4.13,295.38
20130120,101.32,3.93,5.76,2.48,3.28,339.0,6.13,8.17,4.02,4.15,339.12
20130121,101.53,3.47,4.58,2.45,2.13,332.75,5.5,7.82,3.48,4.34,333.0
20130122,101.57,4.15,4.84,3.02,1.81,304.75,6.77,8.81,4.66,4.16,304.88
20130123,101.49,4.03,5.02,2.95,2.07,337.19,6.62,8.93,4.32,4.61,337.31
20130124,101.44,4.09,4.98,3.11,1.87,339.06,6.98,9.41,3.5,5.91,339.25
20130125,101.48,3.88,5.25,2.88,2.37,346.5,6.44,8.46,3.7,4.76,346.44
20130126,101.5,4.03,5.77,3.1,2.66,345.0,6.78,8.77,4.16,4.6,345.0
20130127,101.44,3.66,4.77,2.7,2.08,337.31,6.06,8.43,3.06,5.37,337.31
20130128,101.34,3.44,4.54,2.44,2.1,333.94,5.84,8.08,3.49,4.59,334.06
20130129,101.23,3.12,4.73,1.98,2.74,327.06,5.11,7.89,3.06,4.83,326.75
20130130,101.34,2.88,3.58,1.77,1.8,332.06,4.75,7.61,2.42,5.19,331.94
20130131,101.4,3.11,4.05,1.8,2.24,290.19,5.07,7.44,3.0,4.43,290.38
20130201,101.39,2.44,4.3,1.27,3.03,244.31,3.88,7.13,1.69,5.45,244.38
20130202,101.26,2.62,3.68,2.11,1.57,272.56,4.02,6.15,2.38,3.77,272.38
20130203,101.19,2.45,3.48,1.48,1.99,249.5,3.88,6.18,1.92,4.26,249.25
20130204,101.33,2.01,3.45,0.76,2.7,228.94,3.12,6.4,0.8,5.59,229.31
20130205,101.39,2.47,3.35,1.48,1.86,312.62,3.72,5.66,1.53,4.12,312.94
20130206,101.22,2.49,3.84,0.88,2.95,319.5,3.95,7.1,1.27,5.84,319.88
20130207,100.98,3.05,4.5,2.21,2.29,331.31,5.13,8.57,2.6,5.96,331.62
20130208,101.02,4.27,6.08,2.9,3.18,342.12,6.86,8.29,5.23,3.05,342.25
20130209,101.17,3.91,5.36,2.9,2.46,345.5,6.25,8.87,3.6,5.27,345.5
20130210,101.18,4.18,5.28,2.47,2.81,338.56,6.73,9.12,4.23,4.88,338.5
20130211,101.1,3.52,4.58,2.19,2.39,337.62,5.83,8.68,3.17,5.52,337.75
20130212,101.09,3.72,5.4,2.47,2.94,335.62,6.17,9.8,2.9,6.9,335.88
20130213,100.98,3.97,5.66,2.91,2.76,335.19,6.74,8.95,3.51,5.45,335.31
20130214,100.96,3.26,5.05,1.95,3.11,305.0,5.15,7.85,3.19,4.66,304.88
20130215,100.95,1.86,3.23,0.18,3.05,287.0,3.09,6.13,0.22,5.91,287.81
20130216,100.8,2.14,3.41,0.4,3.0,156.38,3.67,6.95,0.65,6.29,157.31
20130217,100.73,3.2,6.88,0.22,6.66,156.5,4.45,7.57,0.34,7.23,156.56
20130218,100.95,2.94,4.27,0.48,3.79,295.31,4.44,7.71,0.8,6.91,295.62
20130219,101.1,3.24,4.35,2.55,1.8,327.88,5.2,7.74,2.98,4.77,328.0
20130220,101.11,3.56,4.84,2.7,2.15,339.69,5.9,8.29,2.91,5.38,339.62
20130221,101.15,3.73,4.98,2.58,2.4,337.88,6.16,8.95,2.77,6.17,337.81
20130222,101.23,3.73,4.8,2.62,2.16,340.31,5.98,8.68,4.05,4.62,340.69
20130223,101.15,3.65,4.52,2.63,1.89,334.19,6.02,9.02,3.45,5.58,319.81
20130224,101.1,3.44,4.58,2.66,1.91,291.75,5.74,8.97,3.55,5.41,292.06
20130225,101.14,3.6,4.61,2.4,2.22,295.0,5.5,8.29,3.39,4.89,295.06
20130226,101.16,3.59,5.06,2.37,2.7,342.56,5.51,7.43,4.09,3.34,342.69
20130227,101.02,3.64,4.59,2.7,1.89,329.06,5.98,8.53,2.95,5.58,329.38
20130228,100.8,4.09,5.46,2.75,2.71,325.31,7.03,9.53,3.34,6.2,325.44
20130301,100.95,4.39,6.44,2.67,3.77,332.31,6.71,8.95,4.03,4.91,332.12
20130302,101.08,3.62,4.52,2.61,1.91,328.25,5.99,8.63,3.31,5.32,328.31
20130303,101.04,3.52,4.91,2.35,2.56,333.88,5.67,8.57,3.54,5.03,334.06
20130304,101.1,2.39,3.83,0.4,3.43,303.69,3.62,6.5,0.55,5.95,303.56
20130305,101.15,2.31,3.71,0.64,3.07,291.25,3.55,6.02,0.92,5.1,290.5
20130306,101.11,2.05,3.83,0.55,3.27,278.94,3.23,6.08,0.77,5.3,277.94
20130307,101.1,2.27,3.07,1.08,1.99,323.5,3.65,5.74,1.14,4.6,323.44
20130308,101.04,2.44,3.52,1.65,1.88,313.56,3.83,6.22,2.12,4.1,313.69
20130309,100.83,2.18,3.48,0.63,2.84,273.62,3.31,5.73,0.91,4.83,273.06
20130310,100.69,2.4,3.98,0.37,3.62,225.94,3.69,7.0,0.39,6.61,227.19
20130311,100.68,2.42,4.85,0.67,4.19,206.62,4.0,8.09,0.72,7.38,206.94
20130312,100.62,2.48,4.16,0.77,3.39,206.88,3.8,7.56,1.21,6.35,206.69
20130313,100.76,1.84,3.05,0.1,2.95,203.69,2.65,4.62,0.25,4.38,203.19
20130314,100.82,2.04,4.11,0.2,3.91,197.0,3.34,7.45,0.23,7.22,197.19
20130315,100.93,2.16,3.32,0.37,2.95,166.12,3.52,5.91,0.55,5.36,166.06
20130316,101.02,2.23,4.8,0.68,4.12,221.69,3.4,6.0,1.19,4.81,193.06
20130317,100.92,1.91,3.2,1.05,2.15,302.31,2.63,4.21,1.57,2.64,302.0
20130318,100.63,2.62,4.4,0.53,3.87,269.38,3.82,5.21,0.85,4.36,268.5
20130319,100.59,2.46,3.93,0.67,3.26,242.75,3.62,5.53,1.09,4.45,242.88
20130320,100.63,2.13,3.33,0.61,2.72,241.5,3.24,6.84,0.89,5.95,256.25
20130321,100.43,2.63,3.8,0.67,3.13,248.25,4.27,6.82,1.02,5.81,248.12
20130322,100.26,2.38,3.89,0.73,3.16,213.38,3.85,6.53,1.02,5.5,212.69
20130323,100.51,1.49,3.61,0.05,3.55,131.25,2.32,6.47,0.12,6.34,126.06
20130324,100.57,1.98,3.05,0.47,2.59,247.0,3.22,6.16,0.85,5.3,246.81
20130325,100.31,2.88,4.15,1.01,3.14,250.38,4.22,5.42,1.48,3.94,250.25
20130326,100.26,2.54,4.3,0.32,3.98,279.62,3.79,5.66,0.66,4.99,277.75
20130327,100.36,2.52,4.52,1.27,3.25,240.62,3.61,6.15,2.05,4.09,255.0
20130328,100.44,1.82,3.05,0.31,2.73,241.75,3.01,6.53,0.8,5.73,240.19
20130329,100.46,2.53,4.05,0.98,3.07,265.56,4.02,7.63,1.54,6.09,265.56
20130330,100.27,3.43,5.8,1.5,4.3,220.44,5.3,8.66,2.38,6.28,220.5
20130331,100.34,2.41,4.51,0.48,4.02,170.38,3.57,6.73,0.83,5.91,171.25
20130401,100.44,2.31,5.28,0.5,4.78,179.75,3.48,8.01,0.7,7.3,181.69
20130402,100.5,2.3,5.7,0.35,5.35,185.31,3.43,7.84,0.41,7.43,188.75
20130403,100.35,3.21,6.04,0.6,5.44,264.56,4.65,8.94,1.04,7.91,264.25
20130404,100.02,4.36,6.84,2.72,4.11,271.0,6.63,8.69,3.31,5.38,271.31
20130405,100.04,4.44,6.9,1.8,5.09,288.38,6.7,8.42,3.3,5.12,287.5
20130406,100.15,3.53,5.25,0.38,4.87,266.88,5.45,8.47,0.56,7.91,266.69
20130407,100.09,2.77,4.45,0.7,3.75,265.19,4.02,6.95,1.1,5.84,264.38
20130408,100.19,2.53,4.77,1.05,3.71,242.19,3.78,7.4,1.73,5.67,243.19
20130409,100.24,2.46,5.27,0.71,4.56,226.62,3.85,8.37,0.98,7.38,228.06
20130410,100.2,2.78,6.54,0.3,6.24,164.62,4.23,9.09,0.13,8.97,157.62
20130411,100.17,4.32,7.31,1.24,6.07,181.56,5.81,9.48,1.21,8.27,184.06
20130412,100.33,4.8,7.01,1.83,5.18,177.81,6.41,9.85,1.8,8.04,180.19
20130413,100.39,3.8,6.84,0.98,5.86,207.62,5.35,9.42,1.25,8.17,211.06
20130414,100.38,4.92,8.91,2.48,6.44,236.75,7.05,11.31,4.35,6.96,237.69
20130415,100.14,3.62,4.88,1.92,2.95,242.12,5.33,6.77,3.3,3.48,242.25
20130416,99.83,3.79,5.5,1.66,3.84,201.88,5.57,8.04,3.32,4.72,204.31
20130417,99.79,2.73,6.64,0.32,6.32,178.12,3.8,9.77,0.95,8.82,180.56
20130418,100.07,4.64,6.09,3.43,2.66,169.25,6.09,8.04,4.71,3.33,170.75
20130419,100.17,3.8,5.62,2.05,3.57,191.25,5.54,8.3,4.02,4.28,192.62
20130420,100.4,2.74,5.4,0.12,5.28,199.81,4.26,8.31,0.48,7.82,212.31
20130421,100.58,3.15,4.1,1.82,2.28,226.38,4.88,6.1,3.76,2.34,226.94
20130422,100.63,2.7,4.79,0.67,4.12,214.62,3.85,7.22,1.45,5.77,216.25
20130423,100.65,2.58,3.91,1.3,2.61,209.06,3.92,6.34,1.91,4.43,209.88
20130424,100.68,1.74,3.07,0.34,2.73,258.31,2.64,5.35,0.47,4.88,258.06
20130425,100.59,2.39,4.71,0.95,3.76,213.38,3.59,7.34,1.27,6.06,216.12
20130426,100.45,3.25,6.21,1.32,4.88,199.75,4.61,8.28,1.5,6.78,202.44
20130427,100.15,3.0,4.39,1.17,3.22,237.38,4.38,6.73,1.68,5.04,238.94
20130428,100.03,3.0,4.84,1.61,3.24,205.06,4.08,6.55,1.98,4.57,208.38
20130429,100.07,2.39,5.07,0.56,4.51,240.44,3.38,7.46,1.09,6.38,242.19
20130430,100.08,3.3,6.95,0.83,6.12,207.38,4.49,9.05,1.05,7.99,212.0
20130501,99.8,4.62,7.24,2.03,5.21,209.94,6.1,9.59,2.59,7.0,213.0
20130502,99.55,4.52,8.48,1.07,7.42,221.88,6.07,11.23,1.41,9.83,225.06
20130503,99.6,5.41,8.55,2.52,6.04,202.0,6.96,10.98,2.88,8.09,204.62
20130504,99.85,7.79,9.62,5.8,3.82,189.44,9.8,11.88,8.09,3.78,191.25
20130505,100.03,7.52,9.12,6.38,2.75,181.75,9.54,11.59,7.61,3.98,184.0
20130506,99.95,6.68,7.92,5.05,2.88,193.81,8.66,9.98,6.15,3.84,196.25
20130507,99.93,4.8,7.55,0.27,7.28,194.5,6.27,9.1,0.33,8.77,198.38
20130508,99.81,3.11,6.52,0.86,5.66,215.06,4.23,8.94,0.91,8.03,230.75
20130509,99.77,4.26,7.3,1.87,5.42,199.06,5.55,9.64,2.31,7.33,203.0
20130510,99.8,5.45,7.88,2.62,5.25,186.88,6.78,9.92,2.58,7.34,189.56
20130511,99.71,4.96,7.98,1.93,6.05,179.69,6.17,9.97,1.73,8.23,182.38
20130512,99.98,5.37,7.2,4.01,3.19,177.81,6.87,9.13,4.66,4.47,179.62
20130513,100.06,6.36,7.8,4.46,3.34,178.81,8.43,9.41,6.3,3.12,180.12
20130514,100.0,3.33,4.82,1.8,3.02,197.5,4.89,7.75,1.82,5.93,197.5
20130515,99.86,3.59,6.05,1.13,4.92,137.19,4.8,8.39,2.05,6.34,136.62
20130516,99.7,3.91,6.13,1.41,4.72,219.88,5.46,8.29,2.04,6.24,219.62
20130517,99.96,5.23,6.75,2.92,3.83,178.06,6.81,8.55,5.13,3.43,179.75
20130518,99.92,5.77,7.65,4.04,3.61,178.5,7.34,9.66,5.72,3.95,180.5
20130519,99.85,6.71,8.43,5.4,3.03,180.25,8.59,10.69,6.16,4.52,182.06
20130520,99.81,3.41,6.71,0.37,6.34,136.25,4.75,9.18,0.66,8.51,163.56
20130521,99.84,3.38,5.61,1.39,4.23,170.19,4.56,7.5,1.04,6.46,171.81
20130522,99.73,3.17,5.39,1.66,3.73,149.19,4.31,7.32,1.66,5.66,149.06
20130523,99.68,3.27,4.46,1.73,2.73,168.25,4.14,5.83,1.63,4.2,169.69
20130524,99.61,2.69,3.99,1.43,2.56,141.5,3.69,6.03,1.83,4.2,142.25
20130525,99.61,2.7,4.16,1.23,2.92,112.0,3.72,6.47,2.33,4.14,110.69
20130526,99.72,3.07,3.97,0.98,2.99,102.0,4.13,5.59,1.89,3.7,101.88
20130527,99.83,3.32,3.99,2.59,1.4,126.38,4.61,5.98,3.49,2.49,125.81
20130528,99.79,2.24,3.86,0.68,3.19,100.81,2.98,4.48,0.89,3.59,99.88
20130529,99.48,6.77,11.41,0.84,10.56,53.31,8.96,14.48,1.65,12.83,39.5
20130530,99.03,8.2,12.8,4.38,8.44,217.62,10.74,17.05,5.31,11.74,219.75
20130531,99.43,8.86,13.12,6.05,7.07,208.25,11.76,17.49,8.3,9.2,209.81
20130601,100.0,4.05,5.82,2.95,2.87,182.69,5.84,8.54,3.7,4.84,183.75
20130602,100.0,3.37,4.44,2.23,2.21,196.62,5.18,7.4,3.41,3.99,197.5
20130603,99.89,3.59,4.59,2.62,1.97,191.81,5.25,7.23,2.88,4.34,192.75
20130604,99.93,3.91,5.08,2.53,2.55,186.06,5.62,7.56,3.92,3.65,186.88
20130605,99.94,4.05,5.2,2.38,2.83,187.56,5.63,7.39,3.82,3.57,188.31
20130606,99.84,4.6,5.54,2.88,2.66,180.19,6.23,7.79,4.85,2.93,181.12
20130607,99.81,3.63,4.31,2.58,1.73,182.94,5.22,6.63,2.84,3.8,183.56
20130608,99.67,2.66,4.47,0.12,4.35,207.44,4.05,7.21,0.02,7.2,217.62
20130609,99.56,3.76,5.22,2.26,2.96,203.06,5.38,7.85,2.51,5.34,204.31
20130610,99.53,1.33,3.67,0.25,3.42,211.12,2.26,6.22,0.17,6.05,212.44
20130611,99.59,2.09,3.11,0.23,2.88,115.75,3.2,5.98,0.38,5.59,115.69
20130612,99.45,5.9,10.55,1.73,8.83,100.0,8.13,13.3,3.79,9.51,100.56
20130613,99.42,6.23,9.34,4.2,5.15,110.5,8.48,11.75,5.73,6.02,111.19
20130614,99.4,5.82,7.98,3.76,4.22,134.44,8.01,9.91,6.26,3.65,135.25
20130615,99.64,4.96,6.7,3.52,3.18,151.06,7.07,8.29,5.78,2.52,151.69
20130616,99.79,3.92,5.0,2.6,2.41,178.25,5.73,7.32,4.27,3.05,178.75
20130617,99.71,3.19,5.52,0.41,5.11,214.5,4.68,7.85,0.38,7.47,215.69
20130618,99.52,3.09,4.45,1.55,2.91,205.25,4.63,6.77,1.88,4.88,206.62
20130619,99.52,2.47,3.77,1.23,2.53,198.94,3.93,6.42,1.33,5.1,200.06
20130620,99.61,2.47,3.24,1.82,1.42,238.12,4.02,5.95,2.48,3.47,238.56
20130621,99.53,2.09,3.4,0.42,2.98,227.69,3.33,6.02,0.37,5.66,228.38
20130622,99.4,2.88,5.13,1.18,3.95,232.31,3.98,5.91,2.19,3.73,217.69
20130623,99.24,3.52,5.66,0.26,5.4,140.19,4.95,6.59,0.49,6.1,140.94
20130624,99.27,4.51,6.53,1.9,4.63,109.19,6.59,8.06,4.12,3.94,109.69
20130625,99.48,6.98,10.26,3.66,6.59,154.0,9.38,13.76,6.02,7.74,154.88
20130626,99.61,7.2,8.52,5.77,2.75,187.31,9.45,10.59,8.09,2.5,188.25
20130627,99.56,5.4,6.56,4.18,2.38,204.81,7.51,9.25,6.21,3.04,205.88
20130628,99.51,5.19,6.4,3.48,2.92,210.06,7.24,8.22,5.49,2.72,211.0
20130629,99.47,5.57,7.23,3.95,3.28,244.31,7.89,9.06,6.45,2.62,245.81
20130630,99.54,3.62,5.82,1.9,3.92,246.5,5.31,8.73,2.64,6.09,247.38
20130701,99.33,3.11,5.28,0.7,4.58,202.12,4.67,8.07,0.73,7.33,203.69
20130702,99.4,3.58,4.8,2.22,2.57,184.19,5.26,6.99,2.95,4.05,184.69
20130703,99.62,4.83,6.44,3.26,3.18,186.62,6.93,7.92,5.88,2.04,187.12
20130704,99.67,3.89,4.85,2.76,2.09,190.88,5.61,7.23,3.39,3.84,191.5
20130705,99.7,4.32,6.19,2.9,3.29,184.81,6.04,7.8,3.52,4.28,185.44
20130706,99.91,4.39,5.25,3.52,1.73,174.0,6.3,7.4,5.52,1.88,174.25
20130707,99.96,3.77,5.17,2.09,3.09,183.69,5.47,7.38,3.84,3.55,183.94
20130708,99.84,3.29,4.25,2.22,2.02,179.56,4.93,7.38,2.83,4.55,179.88
20130709,99.58,3.53,4.63,1.98,2.66,189.56,5.21,7.2,3.55,3.66,190.06
20130710,99.44,4.05,5.83,3.01,2.81,136.0,5.92,7.62,3.91,3.71,136.31
20130711,99.46,5.45,7.26,4.44,2.83,113.62,7.44,9.25,5.66,3.59,114.38
20130712,99.64,5.06,6.55,3.92,2.63,156.06,7.16,8.06,5.98,2.09,157.06
20130713,99.71,4.66,6.27,3.05,3.22,179.75,6.74,7.3,6.03,1.27,180.56
20130714,99.54,2.3,3.36,1.14,2.23,229.94,3.82,6.27,1.24,5.03,230.69
20130715,99.52,2.7,3.61,0.54,3.07,177.12,4.15,6.36,0.56,5.8,176.75
20130716,99.57,3.32,5.04,1.34,3.7,138.25,4.85,6.55,2.38,4.17,138.19
20130717,99.54,3.84,4.98,2.69,2.3,170.44,5.57,6.73,3.91,2.82,170.62
20130718,99.3,3.27,4.06,2.35,1.71,169.31,4.96,6.48,2.58,3.91,169.69
20130719,99.3,3.2,5.05,1.82,3.23,157.19,4.9,6.88,3.4,3.48,157.5
20130720,99.44,3.44,5.04,2.12,2.92,141.25,5.3,6.04,4.02,2.03,141.69
20130721,99.23,3.0,4.71,1.66,3.06,130.88,4.68,5.83,3.12,2.71,130.75
20130722,99.2,4.52,6.72,1.94,4.78,112.62,6.55,8.18,4.2,3.98,112.88
20130723,99.36,4.12,6.2,2.66,3.54,129.38,6.14,7.76,5.21,2.55,129.81
20130724,99.43,3.14,4.84,1.71,3.13,138.62,4.86,5.79,3.58,2.21,139.0
20130725,99.2,1.89,3.34,0.42,2.91,131.19,2.73,3.84,0.62,3.22,131.38
20130726,99.05,5.13,8.96,0.97,7.99,227.88,7.05,12.2,1.59,10.61,229.0
